Fecha de suscripción,Nombre del Producto,Moneda,Cantidad,Tipo,De,Estado
25-09-10 07:36:39,BTC,BTC,0.00000006,Auto,SPOT,Success
25-09-09 08:36:15,ETH,ETH,0.00000002,Auto,SPOT,Success
25-09-09 08:09:56,USDC,USDC,0.05619096,Auto,SPOT,Success
25-09-09 07:38:35,BTC,BTC,0.00000006,Auto,SPOT,Success
25-09-08 08:35:24,ETH,ETH,0.00000002,Auto,SPOT,Success
25-09-08 08:09:33,USDC,USDC,0.05617277,Auto,SPOT,Success
25-09-08 07:37:40,BTC,BTC,0.00000006,Auto,SPOT,Success
25-09-07 08:30:12,ETH,ETH,0.00000002,Auto,SPOT,Success
25-09-07 08:04:55,USDC,USDC,0.05615459,Auto,SPOT,Success
25-09-07 07:33:32,BTC,BTC,0.00000006,Auto,SPOT,Success
25-09-06 08:33:25,ETH,ETH,0.00000002,Auto,SPOT,Success
25-09-06 08:07:02,USDC,USDC,0.05613641,Auto,SPOT,Success
25-09-06 07:35:52,BTC,BTC,0.00000006,Auto,SPOT,Success
25-09-05 08:34:28,ETH,ETH,0.00000002,Auto,SPOT,Success
25-09-05 08:07:37,USDC,USDC,0.05611828,Auto,SPOT,Success
25-09-05 07:36:35,BTC,BTC,0.00000006,Auto,SPOT,Success
25-09-04 08:41:25,ETH,ETH,0.00000002,Auto,SPOT,Success
25-09-04 08:14:00,USDC,USDC,0.05601431,Auto,SPOT,Success
25-09-04 07:42:19,BTC,BTC,0.00000006,Auto,SPOT,Success
25-09-03 22:38:31,BTC,BTC,0.00021978,Auto,SPOT,Success
25-09-03 17:03:38,USDC,USDC,0.30632,Normal,SPOT,Success
25-09-03 08:41:19,ETH,ETH,0.00000002,Auto,SPOT,Success
25-09-03 08:13:51,USDC,USDC,0.06284293,Auto,SPOT,Success
25-09-03 07:41:19,BTC,BTC,0.00000006,Auto,SPOT,Success
25-09-02 08:40:48,ETH,ETH,0.00000002,Auto,SPOT,Success
25-09-02 08:13:41,USDC,USDC,0.0628225,Auto,SPOT,Success
25-09-02 07:42:01,BTC,BTC,0.00000006,Auto,SPOT,Success
25-09-01 08:40:46,ETH,ETH,0.00000002,Auto,SPOT,Success
25-09-01 08:13:22,USDC,USDC,0.0628021,Auto,SPOT,Success
25-09-01 07:40:54,BTC,BTC,0.00000006,Auto,SPOT,Success
25-08-31 08:36:49,ETH,ETH,0.00000002,Auto,SPOT,Success
25-08-31 08:10:31,USDC,USDC,0.06278161,Auto,SPOT,Success
25-08-31 07:37:31,BTC,BTC,0.00000006,Auto,SPOT,Success
25-08-30 08:39:38,ETH,ETH,0.00000002,Auto,SPOT,Success
25-08-30 08:13:43,USDC,USDC,0.06276102,Auto,SPOT,Success
25-08-30 07:39:31,BTC,BTC,0.00000006,Auto,SPOT,Success
25-08-29 08:12:17,USDC,USDC,0.06274029,Auto,SPOT,Success
25-08-29 07:38:12,BTC,BTC,0.00000006,Auto,SPOT,Success
25-08-28 22:37:22,BTC,BTC,0.00000006,Auto,SPOT,Success
25-08-28 12:59:53,ETH,ETH,0.00859182,Normal,SPOT,Success
25-08-28 08:11:56,USDC,USDC,0.0627196,Auto,SPOT,Success
25-08-28 07:03:56,BTC,BTC,0.01326639,Normal,SPOT,Success
25-08-27 08:08:57,USDC,USDC,0.06248305,Auto,SPOT,Success
25-08-26 08:09:33,USDC,USDC,0.85022151,Auto,SPOT,Success
25-08-25 08:19:16,USDC,USDC,0.06928626,Auto,SPOT,Success
25-08-24 08:19:17,USDC,USDC,0.06926326,Auto,SPOT,Success
25-08-23 08:18:03,USDC,USDC,0.06924027,Auto,SPOT,Success
25-08-22 08:18:02,USDC,USDC,0.06921736,Auto,SPOT,Success
25-08-21 08:22:12,USDC,USDC,0.06919447,Auto,SPOT,Success
25-08-20 08:20:52,USDC,USDC,0.06907931,Auto,SPOT,Success
25-08-19 23:17:24,USDC,USDC,0.33065615,Auto,SPOT,Success
25-08-19 15:17:59,BTC,BTC,0.01,Normal,SPOT,Success
25-08-19 08:07:12,USDC,USDC,0.07590357,Auto,SPOT,Success
25-08-18 08:07:40,USDC,USDC,0.0758785,Auto,SPOT,Success
25-08-17 08:02:41,USDC,USDC,0.07585321,Auto,SPOT,Success
25-08-16 08:05:02,USDC,USDC,0.07582751,Auto,SPOT,Success
25-08-15 08:02:23,USDC,USDC,0.07580741,Auto,SPOT,Success
25-08-14 08:05:54,USDC,USDC,0.05400048,Auto,SPOT,Success
25-08-13 22:58:28,USDC,USDC,79.53174714,Auto,SPOT,Success
25-08-13 08:04:45,USDC,USDC,0.05398346,Auto,SPOT,Success
25-08-12 08:03:13,USDC,USDC,0.05397257,Auto,SPOT,Success
25-08-11 22:56:19,USDC,USDC,0.00206156,Auto,SPOT,Success
25-08-11 08:03:10,USDC,USDC,0.027397,Auto,SPOT,Success
25-08-10 08:00:58,USDC,USDC,0.027397,Auto,SPOT,Success
25-08-09 08:05:41,USDC,USDC,0.027397,Auto,SPOT,Success
25-08-08 08:03:59,USDC,USDC,0.027397,Auto,SPOT,Success
25-08-07 08:04:10,USDC,USDC,0.027397,Auto,SPOT,Success
25-08-06 08:02:44,USDC,USDC,0.027397,Auto,SPOT,Success
25-08-05 08:03:11,USDC,USDC,0.027397,Auto,SPOT,Success
25-08-04 22:55:23,USDC,USDC,5.01506044,Auto,SPOT,Success
25-08-04 08:01:32,USDC,USDC,0.027397,Auto,SPOT,Success
25-08-03 08:00:12,USDC,USDC,0.027397,Auto,SPOT,Success
25-08-02 22:54:56,USDC,USDC,0.32124032,Auto,SPOT,Success
25-08-02 08:01:34,USDC,USDC,0.027397,Auto,SPOT,Success
25-08-01 08:00:59,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-31 07:58:12,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-30 07:57:03,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-29 07:58:16,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-28 07:57:18,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-27 07:53:01,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-26 07:55:31,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-25 07:57:09,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-24 07:56:33,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-23 07:54:21,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-22 07:54:48,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-21 07:58:31,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-20 07:52:48,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-19 07:59:51,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-18 07:58:38,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-17 07:55:11,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-16 07:52:02,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-15 07:53:00,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-14 08:04:53,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-13 08:03:07,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-12 08:01:03,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-11 07:53:04,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-10 07:55:59,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-09 07:52:03,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-08 07:53:33,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-07 07:56:00,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-06 07:53:18,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-05 07:54:05,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-04 07:58:58,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-03 08:04:22,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-02 08:05:33,USDC,USDC,0.027397,Auto,SPOT,Success
25-07-01 07:54:18,USDC,USDC,0.027397,Auto,SPOT,Success
25-06-30 07:50:02,USDC,USDC,0.027397,Auto,SPOT,Success
25-06-29 07:44:14,USDC,USDC,0.027397,Auto,SPOT,Success
25-06-28 07:46:22,USDC,USDC,0.027397,Auto,SPOT,Success
25-06-27 07:50:41,USDC,USDC,0.00610714,Auto,SPOT,Success
25-06-26 20:24:13,USDC,USDC,479.94728814,Normal,SPOT,Success
25-06-26 07:47:50,USDC,USDC,0.00610533,Auto,SPOT,Success
25-06-25 07:53:52,USDC,USDC,0.00610352,Auto,SPOT,Success
25-06-24 07:41:51,USDC,USDC,0.0061017,Auto,SPOT,Success
25-06-23 07:51:29,USDC,USDC,0.00609988,Auto,SPOT,Success
25-06-22 07:45:43,USDC,USDC,0.00609807,Auto,SPOT,Success
25-06-21 07:50:53,USDC,USDC,0.00609624,Auto,SPOT,Success
25-06-20 07:45:34,USDC,USDC,0.00609443,Auto,SPOT,Success
25-06-19 07:50:01,USDC,USDC,0.00609261,Auto,SPOT,Success
25-06-18 07:48:52,USDC,USDC,0.0060908,Auto,SPOT,Success
25-06-17 07:48:40,USDC,USDC,0.00608898,Auto,SPOT,Success
25-06-16 07:54:30,USDC,USDC,0.00608717,Auto,SPOT,Success
25-06-15 07:52:39,USDC,USDC,0.00608536,Auto,SPOT,Success
25-06-14 07:53:33,USDC,USDC,0.00608355,Auto,SPOT,Success
25-06-13 07:54:56,USDC,USDC,0.00608173,Auto,SPOT,Success
25-06-12 07:58:06,USDC,USDC,0.00607992,Auto,SPOT,Success
25-06-11 07:45:10,USDC,USDC,0.00607812,Auto,SPOT,Success
25-06-10 07:53:01,USDC,USDC,0.00607632,Auto,SPOT,Success
25-06-09 07:49:42,USDC,USDC,0.00607452,Auto,SPOT,Success
25-06-08 07:46:37,USDC,USDC,0.00607273,Auto,SPOT,Success
25-06-07 07:49:07,USDC,USDC,0.00607093,Auto,SPOT,Success
25-06-06 07:48:03,USDC,USDC,0.00606913,Auto,SPOT,Success
25-06-05 22:45:31,USDC,USDC,0.00606734,Auto,SPOT,Success
25-06-04 07:45:12,USDC,USDC,0.00606555,Auto,SPOT,Success
25-06-03 07:47:02,USDC,USDC,0.00606376,Auto,SPOT,Success
25-06-02 07:41:40,USDC,USDC,0.00606197,Auto,SPOT,Success
25-06-01 07:38:58,USDC,USDC,0.00606018,Auto,SPOT,Success
25-05-31 07:37:55,USDC,USDC,0.00605838,Auto,SPOT,Success
25-05-30 07:40:30,USDC,USDC,0.00605659,Auto,SPOT,Success
25-05-29 07:40:52,USDC,USDC,0.00605481,Auto,SPOT,Success
25-05-28 07:38:35,USDC,USDC,0.00605303,Auto,SPOT,Success
25-05-27 07:39:44,USDC,USDC,0.00605124,Auto,SPOT,Success
25-05-26 07:36:27,USDC,USDC,0.00604933,Auto,SPOT,Success
25-05-25 07:34:15,USDC,USDC,0.00604743,Auto,SPOT,Success
25-05-24 07:39:36,USDC,USDC,0.00604555,Auto,SPOT,Success
25-05-23 07:40:25,USDC,USDC,0.00604374,Auto,SPOT,Success
25-05-22 07:42:48,USDC,USDC,0.00604196,Auto,SPOT,Success
25-05-21 07:37:30,USDC,USDC,0.00604018,Auto,SPOT,Success
25-05-20 07:40:06,USDC,USDC,0.00603841,Auto,SPOT,Success
25-05-19 07:36:51,USDC,USDC,0.00603663,Auto,SPOT,Success
25-05-18 07:37:28,USDC,USDC,0.00603486,Auto,SPOT,Success
25-05-17 07:37:57,USDC,USDC,0.00603309,Auto,SPOT,Success
25-05-16 07:44:41,USDC,USDC,0.00603132,Auto,SPOT,Success
25-05-15 07:41:44,USDC,USDC,0.00602954,Auto,SPOT,Success
25-05-14 07:36:41,USDC,USDC,0.00602777,Auto,SPOT,Success
25-05-13 07:47:38,USDC,USDC,0.006026,Auto,SPOT,Success
25-05-12 07:36:52,USDC,USDC,0.00602424,Auto,SPOT,Success
25-05-11 07:36:40,USDC,USDC,0.00602249,Auto,SPOT,Success
25-05-10 07:36:24,USDC,USDC,0.00602074,Auto,SPOT,Success
25-05-09 07:37:39,USDC,USDC,0.00601899,Auto,SPOT,Success
25-05-08 07:33:00,USDC,USDC,0.00601716,Auto,SPOT,Success
25-05-07 07:37:45,USDC,USDC,0.00601534,Auto,SPOT,Success
25-05-06 07:36:26,USDC,USDC,0.0060136,Auto,SPOT,Success
25-05-05 07:33:53,USDC,USDC,0.00601186,Auto,SPOT,Success
25-05-04 07:34:43,USDC,USDC,0.00601012,Auto,SPOT,Success
25-05-03 07:39:11,USDC,USDC,0.00600839,Auto,SPOT,Success
25-05-02 07:35:30,USDC,USDC,0.00600666,Auto,SPOT,Success
25-05-01 07:33:47,USDC,USDC,0.00600493,Auto,SPOT,Success
25-04-30 07:29:51,USDC,USDC,0.0060032,Auto,SPOT,Success
25-04-29 07:30:59,USDC,USDC,0.00600147,Auto,SPOT,Success
25-04-28 07:36:33,USDC,USDC,0.00599975,Auto,SPOT,Success
25-04-27 07:34:56,USDC,USDC,0.00599802,Auto,SPOT,Success
25-04-26 07:41:38,USDC,USDC,0.0059963,Auto,SPOT,Success
25-04-25 07:37:52,USDC,USDC,0.00599457,Auto,SPOT,Success
25-04-24 07:40:13,USDC,USDC,0.00599277,Auto,SPOT,Success
25-04-23 07:37:11,USDC,USDC,0.00599094,Auto,SPOT,Success
25-04-22 07:38:01,USDC,USDC,0.00598909,Auto,SPOT,Success
25-04-21 07:32:36,USDC,USDC,0.00598726,Auto,SPOT,Success
25-04-20 07:35:30,USDC,USDC,0.00598541,Auto,SPOT,Success
25-04-19 07:30:33,USDC,USDC,0.00598357,Auto,SPOT,Success
25-04-18 07:37:18,USDC,USDC,0.00598184,Auto,SPOT,Success
25-04-17 07:33:05,USDC,USDC,0.00598013,Auto,SPOT,Success
25-04-16 07:42:11,USDC,USDC,0.0059792,Auto,SPOT,Success
25-04-15 07:46:49,USDC,USDC,0.00298893,Auto,SPOT,Success
25-04-14 07:42:50,USDC,USDC,0.00298837,Auto,SPOT,Success
25-04-13 07:45:31,USDC,USDC,0.00298782,Auto,SPOT,Success
25-04-12 07:44:05,USDC,USDC,0.00298725,Auto,SPOT,Success
25-04-11 07:44:33,USDC,USDC,0.00298676,Auto,SPOT,Success
25-04-10 07:41:54,USDC,USDC,0.00298628,Auto,SPOT,Success
25-04-09 07:37:36,USDC,USDC,0.0029858,Auto,SPOT,Success
25-04-08 07:40:59,USDC,USDC,0.00298531,Auto,SPOT,Success
25-04-07 07:39:49,USDC,USDC,0.00298483,Auto,SPOT,Success
25-04-06 07:35:43,USDC,USDC,0.00298435,Auto,SPOT,Success
25-04-05 07:36:48,USDC,USDC,0.00298388,Auto,SPOT,Success
25-04-04 07:38:19,USDC,USDC,0.0029834,Auto,SPOT,Success
25-04-03 07:38:33,USDC,USDC,0.00298292,Auto,SPOT,Success
25-04-02 07:40:11,USDC,USDC,0.00298204,Auto,SPOT,Success
25-04-01 07:44:38,USDC,USDC,0.00596252,Auto,SPOT,Success
25-03-31 07:41:59,USDC,USDC,0.00596049,Auto,SPOT,Success
25-03-30 07:40:12,USDC,USDC,0.00595848,Auto,SPOT,Success
25-03-29 07:40:51,USDC,USDC,0.00595652,Auto,SPOT,Success
25-03-28 07:43:10,USDC,USDC,0.00595476,Auto,SPOT,Success
25-03-27 07:35:43,USDC,USDC,0.00595301,Auto,SPOT,Success
25-03-26 07:41:22,USDC,USDC,0.00595126,Auto,SPOT,Success
25-03-25 07:45:36,USDC,USDC,0.00594949,Auto,SPOT,Success
25-03-24 07:42:35,USDC,USDC,0.00594752,Auto,SPOT,Success
25-03-23 07:38:48,USDC,USDC,0.00594551,Auto,SPOT,Success
25-03-22 07:39:39,USDC,USDC,0.00594353,Auto,SPOT,Success
25-03-21 07:40:38,USDC,USDC,0.00594175,Auto,SPOT,Success
25-03-20 07:42:33,USDC,USDC,0.00593998,Auto,SPOT,Success
25-03-19 07:44:21,USDC,USDC,0.00593821,Auto,SPOT,Success
25-03-18 07:37:34,USDC,USDC,0.00593643,Auto,SPOT,Success
25-03-17 07:41:16,USDC,USDC,0.00593464,Auto,SPOT,Success
25-03-16 07:37:48,USDC,USDC,0.00593286,Auto,SPOT,Success
25-03-15 07:39:23,USDC,USDC,0.00593107,Auto,SPOT,Success
25-03-14 07:16:03,USDC,USDC,0.00592927,Auto,SPOT,Success
25-03-13 07:28:58,USDC,USDC,0.00592748,Auto,SPOT,Success
25-03-12 07:10:02,USDC,USDC,0.00592569,Auto,SPOT,Success
25-03-11 07:09:43,USDC,USDC,0.0059239,Auto,SPOT,Success
25-03-10 07:08:55,USDC,USDC,0.00592213,Auto,SPOT,Success
25-03-09 07:05:14,USDC,USDC,0.00592035,Auto,SPOT,Success
25-03-08 07:04:14,USDC,USDC,0.00591857,Auto,SPOT,Success
25-03-07 07:12:42,USDC,USDC,0.00591677,Auto,SPOT,Success
25-03-06 07:06:24,USDC,USDC,0.00591495,Auto,SPOT,Success
25-03-05 07:07:57,USDC,USDC,0.00591308,Auto,SPOT,Success
25-03-04 07:04:00,USDC,USDC,0.00591121,Auto,SPOT,Success
25-03-03 07:08:22,USDC,USDC,0.00590937,Auto,SPOT,Success
25-03-02 07:03:12,USDC,USDC,0.00590753,Auto,SPOT,Success
25-03-01 07:06:14,USDC,USDC,0.00590613,Auto,SPOT,Success
25-02-28 07:02:06,USDC,USDC,0.00413281,Auto,SPOT,Success
25-02-27 07:04:23,USDC,USDC,0.00413127,Auto,SPOT,Success
25-02-26 06:59:44,USDC,USDC,0.00413021,Auto,SPOT,Success
25-02-25 07:03:44,USDC,USDC,0.0041292,Auto,SPOT,Success
25-02-24 06:54:45,USDC,USDC,0.0041282,Auto,SPOT,Success
25-02-23 06:56:51,USDC,USDC,0.00412719,Auto,SPOT,Success
25-02-22 07:00:02,USDC,USDC,0.00412619,Auto,SPOT,Success
25-02-21 07:08:22,USDC,USDC,0.00412518,Auto,SPOT,Success
25-02-20 07:03:00,USDC,USDC,0.00412416,Auto,SPOT,Success
25-02-19 06:57:25,USDC,USDC,0.00412316,Auto,SPOT,Success
25-02-18 21:55:18,USDC,USDC,0.00000083,Auto,SPOT,Success
25-02-18 06:53:16,USDC,USDC,0.00412217,Auto,SPOT,Success
25-02-17 06:55:07,USDC,USDC,0.00412119,Auto,SPOT,Success
25-02-16 06:52:55,USDC,USDC,0.00412021,Auto,SPOT,Success
25-02-15 06:52:58,USDC,USDC,0.00411922,Auto,SPOT,Success
25-02-14 06:54:12,USDC,USDC,0.00411823,Auto,SPOT,Success
25-02-13 06:54:38,USDC,USDC,0.00411722,Auto,SPOT,Success
25-02-12 06:57:09,USDC,USDC,0.00411623,Auto,SPOT,Success
25-02-11 06:46:12,USDC,USDC,0.00411523,Auto,SPOT,Success
25-02-10 06:48:49,USDC,USDC,0.00411423,Auto,SPOT,Success
25-02-09 06:46:57,USDC,USDC,0.00411402,Auto,SPOT,Success
25-02-07 13:32:02,USDC,USDC,21.45126461,Normal,SPOT,Success
